brand_EN,brand_CH,product,score
REUNROM,麗妍泰,黑石榴木瓜草本香皂  Herbal Soap  Black Pomegranate&Papaya,0.0
REUNROM,麗妍泰,木鱉果百香果香皂 REUNROM Herbal Soap  Gac&Passionfruit,0.0
REUNROM,麗妍泰,紅白蘿蔔草本香皂  Herbal Soap  Chinese Radish&Carrot,0.0
REUNROM,麗妍泰,鳳梨＆AHA草本香皂  Herbal Soap  Pineapple&AHA,0.0
REUNROM,麗妍泰,"生薑佛手柑草本香皂  Herbal Soap  Ginger&Bergamot""",0.0
REUNROM,麗妍泰,人參燕窩草本香皂  Herbal Soap  Ginseng&Bird Nest,0.0
cola．rich,珂莉瑞琪,超綿密泡泡保濕潔顏皂 Creamy Soap,0.0
SHUAWA,,ミネラル炭酸せっけん,0.0
,石澤研究所,茶樹驅油AHA果酸潔面皂,0.0
MARKS&WEB,,[海外販售] ハンドメイドボタニカルソープ グレープフルーツ/アボカド,0.0
SHUWABON,,礦物碳酸皂,0.0
MARY QUANT,瑪莉官,賦活潔顏皂,0.0
mogans,,堅果油潔顏皂,0.0
PUXAN,樸蕈,牛樟芝手工皂,0.0
Predia,,[海外販售] ケルプ ソープ,0.0
Predia,,[海外販售] ケルプソープ(泡立てネット付),0.0
IGNIS,,[海外販售] ブランソープ BRAN SOAP,0.0
LISSAGE,,[海外販售] マイルドソープ S,0.0
BCL,,小鼻黑泥炭潔面皂,0.0
,京都舞妓,[海外販售] 舞妓さん抹茶石鹸,0.0
Dermisa,,美國淡斑嫩白皂 Brightening Bar,0.0
LOME,大地之愛,經典植萃皂-金盞花搖籃 Calendula Soap,0.0
,水由白十,神奇紫雲皂 Gromwell Root Soap,0.0
,水由白十,東方美人皂 Whitening Soap,0.0
LA FARE,1789法國農莊1789,植萃皂,0.0
BLACK PAINT,,[海外販售] OTTO 8 SOAP,0.0
herbacin,德國小甘菊,蘆薈保濕柔膚皂,0.0
herbacin,德國小甘菊,檸檬淨白亮膚皂,0.0
,御清華,黃芩無瑕潔顏皂,0.0
,御清華,青黛桃粉潔顏皂,0.0
Klairs,,豐厚泡沫潔面皂,0.0
HOLIKA HOLIKA,,魔法蛋柔膚潔面皂(黑炭),0.0
HOLIKA HOLIKA,,魔法蛋柔膚潔面皂(綠茶),0.0
HOLIKA HOLIKA,,魔法蛋柔膚潔面皂(黃土),0.0
COMPAGNIE DE PROVENCE,愛在普羅旺斯,頂級法國馬賽手工皂(橄欖),0.0
COMPAGNIE DE PROVENCE,愛在普羅旺斯,頂級法國馬賽手工皂(棕櫚),0.0
CNP Laboratory CNP Laboratory,,無瑕控油潔顏皂 Soap A,0.0
ARM&S,,淡竹茉莉皂,0.0
LSY,林三益,綠茶美肌皂,0.0
Morgan`s,,蘆薈膠原晶凍皂 Morgan's Aloe Skin Repair Soap,0.0
Morgan`s,,葡萄柚膠原晶凍皂 Morgan's Acen-Free Soap,0.0
ETVOS,,清透潔顏皂,0.0
Transderma,純絲得美,純絲得美蠶絲皂 Transderma Soap,0.0
Kiss Me,奇士美-專櫃,清透潔膚皂,0.0
ETVOS,,清透潔顏手工皂,0.0
Haruhada,,[海外販售] 竹炭清爽潔面膏 Charcoal Cleansing Foam,0.0
LUSH,,[海外販售] 穀麥麵包潔面皂,0.0
SANA,莎娜,蜜糖泡沫洗顏皂 HONEYSHCA FACIAL SOAP,0.0
CNP Laboratory CNP Laboratory,,[海外販售] 無瑕控油潔面皂 Soap A,0.0
CHIC CHOC,奇可俏可,[海外販售] 摩粒洗顏皂,0.0
La May,拉美美人,小黃瓜超保水洗面皂,0.0
,女兒,長竹炭顏,0.0
,女兒,經典女兒顏,0.0
marier Skincare,,[海外販售] 秀妍金箔99.99足金箔皂,0.0
Enzyme Beauty,酵美人,玫瑰綜合酵素手工皂,0.0
Enzyme Beauty,酵美人,薰衣草綜合酵素手工皂,0.0
Enzyme Beauty,酵美人,鳳梨木瓜酵素手工皂,0.0
Enzyme Beauty,酵美人,水蜜桃酵素手工皂,0.0
Enzyme Beauty,酵美人,青蘋果酵素手工皂,0.0
Enzyme Beauty,酵美人,諾麗果酵素手工皂,0.0
HABA,,純海角鯊手工皂,0.0
Morgan`s,,櫻花膠原晶凍皂 Morgan's Cherry Blossom Whitening Soap,0.0
Morgan`s,,薰衣草膠原晶凍皂 Morgan's Lavender Whitening Soap,0.0
SISLEY,希思黎,調理香皂 Pain de Toilette Facial,0.0
Pelican,沛麗康,泥炭石洗面皂,0.0
Rampal Latour,歐巴拉朵,甜杏仁油洗臉皂,0.0
Morgan`s,,蜂毒皂  Bee Venom Soap,0.0
Biotherm Homme,碧兒泉男仕,雙效去油光藍碳淨膚皂 T-PUR BLUE CHARCOAL&#8482 SOAP,0.0
,青春考究,本草嫩白手工皂,0.0
SUNWOO COSME,,超保濕植萃亮顏水凝皂,0.0
LAMELLA,,Mocomoco泡泡皂,0.0
SINN,,早安有機洗顏皂 Day Soap,0.0
ALBION,,[海外販售] 健康洗顏皂 SKIN CONDITIONER FACIAL SOAP,0.0
Nature`s Gate,天然之扉,經典紅石榴多酚植萃亮白皂 pomegranate sunflower triple milled soap,0.0
MEISHOKU,明色,泡美人馬油潔面皂,0.0
pdc,,火山灰毛孔控油洗面皂,0.0
GIN GER,薑心比心,咖啡薑皂,0.0
Gamila Secret,潔米拉秘密,閃亮綠薄荷秘密(夏季限定),0.0
tade,手工阿波勒皂,15%一般肌膚用 LAUREL PAIN D ALEP 15%,0.0
SHAVER's CHAIR,,極度活膚潔顏皂 Cleansing Bar,0.0
MARIUS FABRE,法鉑馬賽肥皂,天然草本忍冬橄欖皂,0.0
ARWIN,雅聞,IceQueen冰淇淋氨基酸美容皂-楊梅,0.0
ARWIN,雅聞,IceQueen冰淇淋氨基酸美容皂-芒果雪酪,0.0
ARWIN,雅聞,IceQueen冰淇淋氨基酸美容皂-哈密瓜,0.0
VECUA,,[海外販售] 熟成蜂蜜の洗顔石けん,0.0
Naris Up,娜麗絲,acmedica淨痘洗面皂,0.0
Soaplabo,,膠原洗顏皂,0.0
Nature`s Gate,天然之扉,經典蘆薈植萃保濕皂,0.0
Cione,汐音,雪蓮泡沫面膜,0.0
Cione,汐音,海苔泡沫面膜,0.0
Cione,汐音,吟釀米泡沫面膜,0.0
Cione,汐音,CPL泡沫面膜,0.0
LOGONA,諾格那,溫和舒敏潔面皂 FREE Soap,0.0
Nature`s Beauty,,羅托魯瓦溫泉潔膚皂(臉) Mud Soap,0.0
Nature`s Beauty,,維他命E羊毛脂保濕潔膚皂 Lanolin Soap,0.0
Nature`s Beauty,,麥蘆卡蜂蜜蜂膠柔膚皂 Bee Kiwi Manuka Honey Soap,0.0
HOLIKA HOLIKA,,[海外販售]  魔法蛋柔膚潔面皂(蛋白) Smooth Egg Skin Egg Soap(White),0.0
hifmid,肌芙美,肌芙美溫和潔膚皂,0.0
dicila,緹詩娜,新EX緹詩娜白金緊妍潔膚皂,0.0
SHISEIDO,資生堂-東京櫃,[海外販售] エリクシール プリオール クレンズソープ,0.0
SINN,,晚安有機洗顏皂 Night Soap,0.0
Whoo,后,陰陽調和洗顏乳,6.2
Neutrogena,露得清,深層淨化氣墊泡泡保濕潔顏乳,6.1
SOFINA,蘇菲娜,彈力泡泡潔顏乳,6.0
Hada-Labo,肌研,極潤保濕洗面乳,6.0
Cetaphil,舒特膚,溫和潔膚乳 Gentle Skin Cleanser,6.0
Hada-Labo,肌研,極潤健康深層清潔調理洗面乳,5.9
,專科,超微米深層潔顏泥,5.9
ettusais,艾杜紗,零毛孔潔淨洗顏乳,5.9
,雪肌粋,[海外販售] ホワイト洗顔クリーム,5.9
UNT,,氨基酸潔顏霜 Aqua Nettoyant,5.9
LA ROCHE-POSAY,理膚寶水,多容安泡沫洗面乳 Toleriane Foaming Cleanser,5.8
WHITIA,白媞雅,嫩白潔顏乳,5.8
DHC,,極效保濕潔面乳 Deep Moistening Foaming Wash Mokomoko,5.7
BiSachi,美肌幸,毛穴專攻淨敷洗顏泥 Deep Cleansing Mud Foam,5.7
Neutrogena,露得清,深層淨化抗痘洗面乳,5.7
SwissVita,薇佳,微晶3D全能洗顏霜,5.7
philosophy,,微導煥膚去角質洗面乳,5.7
philosophy,,純淨清爽3合1洗面乳 3-in-1 cleanser for face and eyes,5.7
belif,,菖蒲溫和滋潤洗面乳 Creamy  cleansing foam moist,5.7
Biore,蜜妮,清涼爽膚洗面乳,5.7
KOSE,高絲-專櫃,藥用 純肌粹 淨化洗顏霜,5.9
SHISEIDO,資生堂-國際櫃,"優白洗面皂 UV White Purify Cleansing Foam(I, II)",5.9
Bifesta,碧菲絲特,保濕碳酸泡洗顏 Bifesta Foaming Whip MOIST,5.8
Bifesta,碧菲絲特,抗暗沉碳酸泡洗顏 Bifesta Foaming Whip BRIGHTUP,5.8
ORBIS,,和漢淨肌潔面乳,5.8
,1028,深層潔淨超綿感泡泡保濕洗面乳,5.8
SK-II品牌活動中,,全效活膚潔面乳,5.8
MUJI,無印良品,敏感肌泡沫洗面乳 Face Soap,5.8
KOSE,高絲-專櫃,雪肌精靚白洗顏乳,5.8
Kanebo,佳麗寶-專櫃,洗顏皂霜,5.8
MUJI,無印良品,溫和洗面乳 FACE SOAP,5.7
ETUDE HOUSE,,蘇打粉深層毛孔洗面乳,5.7
,牛乳石鹼,滋卿愛預防面皰洗面乳,5.7
MUJI,無印良品,溫和去角質洗面乳 Scrub Face Soap,5.7
SOFINA,蘇菲娜,芯美顏 潔顏乳,5.7
Kanebo,佳麗寶-專櫃,潤活皂霜,5.7
SHISEIDO,資生堂-東京櫃,莉薇特麗調理潤膚皂(II) Revital Cleansing foam(II),5.7
CHANEL,香奈兒,光采潔膚乳,5.7
Bifesta,碧菲絲特,清爽碳酸泡洗顏 Bifesta Foaming Whip OIL CLEAR,5.6
Biore,蜜妮,溫和水嫩洗面乳,5.6
SOFINA,蘇菲娜,彈力泡泡潔顏乳(玫瑰限定版),5.6
WHITE FORMULA,自白肌,玻尿酸濃密保濕潔顏乳,5.6
WHITE FORMULA,自白肌,傳明酸美白潔顏乳,5.6
Morgan`s,,皇家精質馬奶全能修護洗面乳 Morgan's Mare's Milk Facial Foam,5.6
de第一化粧品,,胺基酸潔膚霜 Amino Acid Cream Cleanser,5.6
,3M,抗痘洗面乳 Acne Foaming Cleanser,5.6
SHISEIDO,資生堂-國際櫃,淨白肌密洗面乳 PURIFY CLEANSING FOAM,5.6
ETUDE HOUSE,,蘇打粉BB深層洗面乳 BAKING POWDER PORE & BB DEEP CLEANSING FOAM,5.6
Kanebo,佳麗寶-專櫃,亮顏酵素皂,5.6
Beauty Story,美顏故事,珍珠胺基酸淨白洗面乳,5.6
Dr.Satin,,魚子活氧淨白潔面乳,5.6
KIEHL`S,契爾氏,亞馬遜白泥淨緻毛孔洗面乳 RARE EARTH DEEP PORE DAILY CLEANSER,5.6
revlis,,經典胺基酸深層洗顏料,5.6
Dr. Hsieh,達特醫,氨基酸潔顏乳 Amino-acid derived cleansing milk,5.6
Avene,雅漾,修護潔面乳 Extremely Gentle Cleanser,5.6
Avene,雅漾,淨膚乳,5.6
Neutrogena,露得清,深層淨化洗面乳,5.6
SHISEIDO,資生堂-東京櫃,碧麗妃青春草本洗面皂 Benefique Nutrient  Cleansing Foam (N),5.6
SHISEIDO,資生堂-東京櫃,淨荳炭淨化潔膚乳,5.5
,上善如水,柔嫩淨白洗面乳 Washing Cream,5.5
Neogence,霓淨思,玻尿酸保濕洗面乳 HYALURONIC ACID HYDRATING FACIAL WASH,5.5
ETUDE HOUSE,,蘇打粉深層毛孔洗面乳(加強保濕型),5.5
IPSA,茵芙莎,柔潤潔膚乳,5.5
SOFINA,蘇菲娜,透美顏潔顏蜜,5.5
divinia,蒂芬妮亞,清清臉 柔嫩洗面乳,5.5
JUJU,,透明質酸保濕洗面乳,5.5
MOMUS,,深海藻柔皙潔顏乳 Seaweed Cleansing Milk,5.5
SANA,莎娜,豆乳美肌洗面乳,5.5
Fresh,,大豆洗面乳 Soy Face Cleaner,5.5
L`OREAL PARiS,巴黎萊雅,活力緊緻 抗皺緊實潔面乳,5.5
Estee Lauder,雅詩蘭黛,紅石榴雙效潔膚乳 Nutritious Purifying 2-in-1 Foam Cleanser,5.5
Aesop,,純淨滋潤潔面乳 Purifying Facial Cream Cleanser,5.5
MIKIMOTO,御木本,白淨洗面乳 CLEANSING FOAM,5.5
CHIC CHOC,奇可俏可,保濕皂霜,5.5
Avon,雅芳,雅芳雙效洗顏乳,5.5
ORBIS,,水原力潔面乳,5.4
,北快適工房,北海道二十年牛奶泡,5.4
Biore,蜜妮,清透極淨洗面乳,5.4
DyFee,迪菲之愛,潤妍綺肌胺基酸潔顏霜,5.4
Estee Lauder,雅詩蘭黛,超能紅石榴微循環潔膚乳 Radiant Vitality 2-in-1 Foam Cleanser,5.4
Softymo,絲芙蒂,柔淨礦物洗面乳a,5.4
Biore,蜜妮,抗痘調理洗面乳,5.4
Junkisei Prime,潤肌精,涵萃潤肌精洗顏霜,5.4
,Za,肌Q水潤 洗面乳,5.4
motives,莫蒂膚,絲晶 深層潔膚乳,5.4
IPSA,茵芙莎,透明潔膚乳N,5.4
Biore,蜜妮,深層淨白洗面乳,5.4
ROSETTE,露姬婷,海尼毛孔潔淨洗顏乳(潔淨毛孔),5.4
ARGITAL,雅琪朵,有機綠泥精油潔膚乳 Liquid Soap,5.4
AQUA LABEL,水之印,濃密泡保濕洗面霜,5.4
SKINFOOD,,清皙蘆薈洗面乳 Aloe Vero Facial Cleanser,5.4
URIAGE,優麗雅,泡沫潔膚乳,5.4
Neutrogena,露得清,深層微粒洗面乳,5.4
MISSHA,,草莓優格洗面乳,5.4
Whoo,后,拱辰享雪白潔顏乳,5.4
Avon,雅芳,雅芳若儷詩潔容霜,5.4
,我的美麗日記,深層極淨水潤潔顏乳,5.3
,牛乳石鹼,滋卿愛美白抗痘洗面乳,5.3
Biore,蜜妮,深層淨油炭洗面乳,5.3
pHisoDerm,菲蘇德美,敏感護理洗面乳,5.3
WSPA,英爵醫美,水潤潔膚乳 Gentle Moisturizing Cleanser,5.3
Biore,蜜妮,潤澤柔膚洗面乳,5.3
CHANEL,香奈兒,珍珠光感淨白泡沫潔膚乳 FRESH BRIGHTENING FOAM CLEANSER,5.3
Cellina,雪芙蘭,淨肌礦物泥洗面乳．毛孔淨緻 Deep Clean Clay Foam – Pore Purifying,5.3
Chrono Affection,時間寵愛,胺基酸洗顏霜 Amino Acid Cleansing Cream,5.3
ETUDE HOUSE,,荳趣舒緩泡沫洗面乳,5.3
Kanebo,佳麗寶-專櫃,淨白酵素皂N,5.3
ETUDE HOUSE,,午茶時光洗面乳 Happy Tea Time Cleansing Foam,5.3
AQUA LABEL,水之印,晶透白微粒子洗面霜 White Clear Foam,5.3
KOSE,高絲-專櫃,雪肌精極淬洗顏霜,5.3
revlis,,經典胺基酸淨白洗顏料,5.3
KIEHL`S,契爾氏,冰河保濕潔面乳 Ultra Facial Cleanser,5.3
Whoo,后,陰陽調和清顏組 FOAM CLEANSER DAY & NIGHT,5.3
BCL,,AHA柔膚深層洗顏乳,5.3
Avon,雅芳,雅芳光燦美白潔容霜,5.3
AYURA,,晨甦洗顏乳 ARISING FOAM,5.3
Dior,迪奧,頂級精華洗面乳,5.3
SHISEIDO,資生堂-國際櫃,男人極致洗面乳 Cleansing Foam,5.3
Dior,迪奧,嫩白潔顏乳,5.3
SHISEIDO,資生堂-東京櫃,敏感話題洗面皂 d'program cleansing foam,5.3
SHISEIDO,資生堂-國際櫃,盼麗風姿乳脂潔膚皂 Benefiance Creamy Cleansing Foam,5.3
L`EGERE,蘭吉兒,牛奶嫩白氨基酸潔面乳,5.2
Neutrogena,露得清,深層淨化亮白洗面乳,5.2
GARNIeR,卡尼爾,雙效淨白 毛孔緊緻潔面乳,5.2
pHisoDerm,菲蘇德美,抗痘護理洗面乳,5.2
MENTHOLATUM,曼秀雷敦,控油深層洗面乳,5.2
KIEHL`S,契爾氏,激光極淨白潔面乳 CLEARLY CORRECTIVE CLEANSING CREAM,5.2
,1028,純胺基酸深層潔顏乳,5.2
LUVIEW,路薇兒,香蜂幸運草超微粒泡泡潔面乳 Lemon Balm Bubble Cleansing Foam,5.2
,姍拉娜,姍啦娜治痘防疤痕洗面乳,5.2
LANEIGE,蘭芝,4合1清新潔面乳 Multi Cleanser,5.2
,牛乳石鹼,滋卿愛卸妝抗痘洗面乳,5.2
simple,,[海外販售] Kind To Skin Moisturising Facial Wash,5.2
Beauty Diy,,鳳梨酵素洗面霜 Pineapple Deep Wash,5.2
SHISEIDO,資生堂-東京櫃,敏感話題潔膚乳 d'program conditioning wash,5.2
CHANEL,香奈兒,超美白升級版泡沫潔膚乳,5.2
ERH,英瑞其,透皙明亮潔膚乳 FACIAL CLEANSER FOR ALL SKIN TYPES,5.2
JILL STUART,吉麗絲朵,莓淬果露洗顏霜,5.2
Sonia Rykiel,,柔潤潔膚泡沫,5.2
SHISEIDO,資生堂-國際櫃,飄爾麗思深層潔膚皂 Purness Deep Cleansing Foam,5.2
SHISEIDO,資生堂-國際櫃,飄爾麗思清新洗面乳 Purness Foaming Cleansing Fluid,5.2
DHC,,清新洗面乳 Cleansing Foam,5.2
Avon,雅芳,雅芳美白C潔容霜,5.2
BOYFRIEND,男朋友,初次見面潔面乳,5.1
Biore,蜜妮,柔珠深層洗面乳,5.1
Neutrogena,露得清,[海外販售] 深層淨化保濕洗面乳 deep clean hydrating  foam ing cleanser,5.1
Greenvines,綠藤生機,活萃洗面乳,5.1
GARNIeR,卡尼爾,雙效淨白 清爽控油潔面乳,5.1
The Body Shop,美體小舖,茶樹淨膚酷涼保濕淨化洗面乳,5.1
MENTHOLATUM,曼秀雷敦,Acnes藥用抗痘洗面乳,5.1
Softymo,絲芙蒂,柔淨礦物洗面乳c (含磨砂粒型),5.1
COVERMARK,,礦泥保濕洗面乳(彈力泡泡版) Mineral Wash,5.1
INNOXA,愛若莎,活齡洗顏乳,5.1
heme,,玫瑰超水感胺基酸進化保濕洗面乳,5.1
LJH,麗緻韓,自然純淨洗面乳 LJH Cleansing Foam,5.1
ROSETTE,露姬婷,白泥緊緻水潤洗顔乳 (滋潤Q彈),5.1
GARNIeR,卡尼爾,水潤凝萃敏弱肌潔膚乳,5.1
CHANEL,香奈兒,深層保濕水潤潔膚乳 Mousse Confort,5.1
CHIC CHOC,奇可俏可,晶透奇肌洗顏皂 White Clear Wash,5.1
POND`S,旁氏,極致明亮洗面乳,5.1
butyshop,,亮白淨顏霜 Whitening Cleansing Cream,5.1
OLAY,歐蕾,淨白透肌潔面乳,5.1
CHIC CHOC,奇可俏可,酵素洗顏皂,5.1
tsaio,上山採藥,純米保濕淨白洗面乳 Rice Bran Moisturizing Cleanser,5.1
SHISEIDO,資生堂-國際櫃,面皰洗面皂 Ance Washing Foam,5.1
SHISEIDO,資生堂-國際櫃,美.透.白淨透皂 Shiseido S Clear Lucent Cleanser,5.1
CHANEL,香奈兒,淨顏潔膚乳,5.1
ETUDE HOUSE,,蘇打粉~極淨深層BB洗面乳,5.0
cle de peau Beaute,肌膚之鑰,光采柔潤潔膚皂,5.0
THINKYA,欣維,胺基酸晶嫩潔顏乳,5.0
Biore,蜜妮,透白勻亮洗面乳,5.0
,Za,高效潤白 晶透美肌洗面乳,5.0
GARNIeR,卡尼爾,櫻花透白潔面乳,5.0
,3M,MEN潔涼柔珠洗面乳,5.0
MENTHOLATUM,曼秀雷敦,淨白煥顏洗面乳,5.0
FRANCENA,法蘭西娜,草本潤澤潔顏乳 Organic Cleansing Mousse,5.0
SOFINA,蘇菲娜,瞬亮按摩晶升級版,5.0
IPSA,茵芙莎,逆齡再生無泡沫潔膚霜,5.0
MENTHOLATUM,曼秀雷敦,Acnes藥用抗痘美白洗面乳,5.0
Gly Derm,果蕾,煥膚泡沫清潔乳 PRO AHA+ DEEP FOAMING CLEANSER,5.0
GARNIeR,卡尼爾,抗黑頭柔珠潔面乳,5.0
Bio-essence,碧歐斯,燕窩滋養膠原白潔面乳,5.0
,3M,抗痘美白洗面乳 Acne Whitening Foaming Cleanser,5.0
CORSICA,科皙佳,有機永久花亮顏洗面乳 Organic Immortelle Brightening Facial Washer,5.0
COVERMARK,,菁草洗面乳,5.0
CLARINS,克蘭詩,棉花籽潔顏泡泡 Gentle Foaming Cleanser With Cottonseed,5.0
JUJU,,透明質酸保濕泡沫洗顏,5.0
Whoo,后,雪白潔顏乳 WHOO Seol Brightening Cleansing Foam,5.0
THE FACE SHOP,菲詩小舖,新草本日記－綠豆柔嫩洗面乳 HERB DAY CLEANSING FOAM - SOFTENING MUNG BEAN,5.0
FOR BELOVED ONE,寵愛之名,山茶花保濕胺基酸潔膚乳 Extreme Hydration Camellia Cleanser,5.0
Junkisei Prime,潤肌精,保濕洗顏霜 cream wash,5.0
KOSE,高絲-開架式,珠白清透洗顏霜,5.0
U CARE,,水滿分保濕洗面乳,5.0
BORGHESE,貝佳斯,深層潔膚膏 Cleansing Cream,5.0
Kanebo,佳麗寶-專櫃,草本洗顏乳,5.0
SHISEIDO,資生堂-國際櫃,活顏悅色洗面乳 The Skincare Gentle Cleansing Lotion,5.0
DHC,,柔顏潔面乳 Face Wash,5.0
Biore,蜜妮,卸粧兩用洗面乳 Biore Cleansing Wash,5.0
ETUDE HOUSE,,蘇打粉~極淨深層毛孔洗面乳,4.9
KOSE,高絲-專櫃,雪肌精御雅光粹潔膚乳,4.9
innisfree,,綠茶保溼潔顏泡泡,4.9
LAN VECE,,活氧淨透潔顏乳 Cleansing Milk,4.9
Clarisonic,科萊麗,音波亮白潔面乳,4.9
BIOCHEM,倍優,氨基酸苦楝面皰洗面皂,4.9
SHISEIDO,資生堂-國際櫃,新漾美肌溫和潔膚皂 Gentle Cleanser,4.9
DHC,,無瑕緊緻潔面乳 DHC Pore Face Wash,4.9
Morgan`s,,三倍薔薇皇家極致抗皺洗面乳,4.9
Avon,雅芳,保濕洗面乳 Avon Cleansing Foam,4.9
elsagusa,艾莎古薩,高濃縮胺基酸洗面乳(玫瑰保濕柔敏款),4.9
hydrobalance,水平衡,水平衡水感保濕洗面乳,4.9
POND`S,旁氏,清透淨白洗面乳 Pure White,4.9
POND`S,旁氏,毛穴淨白美肌淨顏乳 Pore White Facial Foam,4.9
Kanebo,佳麗寶-開架式,美膚皂霜,4.9
SHISEIDO,資生堂-國際櫃,美透白潔膚皂W,4.9
miss SHARK,小白鯊,美白洗面乳長效升級,4.9
MISSHA,,美思 玉容散 絲緞洗顏乳 Misa Jade Face Powder Clean & Silky Foam Cleansing,4.9
THE FACE SHOP,菲詩小舖,純米水靚洗面乳 Rice Water Cleansing Foam Bright＆Clean,4.9
Lab Series,雅男士,多功能潔面乳 LAB SERIES MULTI-ACTION FACE WASH,4.9
NOV,娜芙,泡沫清潔乳Ⅲ Washing Cream,4.9
ORBIS,,紳士帥淨潔面乳 Men's Face Wash,4.9
,080,抗痘美白洗面乳,4.9
KIEHL`S,契爾氏,極限男性活膚去角質潔面霜,4.9
Neutrogena,露得清,淨化活力洗面乳,4.9
NIVEA,妮維雅,白淨泡沫洗面乳,4.9
Dr.Ci:Labo,,淨透潔顏乳,4.9
Kanebo,佳麗寶-專櫃,若芬爾酵素美顏皂,4.9
KIEHL`S,契爾氏,泥土燕麥牛奶潔面乳 Rare-Earth Oatmeal Milk Facial Cleanser,4.9
Biotherm,碧兒泉,礦泉柔膚潔顏乳 Softening cleansing foam PS,4.9
KOSE,高絲-專櫃,雪肌精淨透洗顏霜,4.8
Bio-essence,碧歐斯,滋養柔滑潔面霜含蜂王漿及ATP,4.8
kuanyuanlian,廣源良,絲瓜保濕彈力洗面乳,4.8
UNT,,傳明酸淨白潔顏霜,4.8
elsagusa,艾莎古薩,高濃縮胺基酸洗面乳 粉刺肌專用款 (微去角質新配方),4.8
Melaleuca,美樂家,輕之肌 胺基酸溫和潔膚乳,4.8
PURE BEAUTY,,頂級時光修護淨肌泡泡,4.8
a`rin,,胺基酸亮白保濕潔顏霜 Amino Acid Cleansing Cream,4.8
revlis,,經典胺基酸零毛孔洗顏料 Zero Pore Foaming Wash,4.8
Avon,雅芳,新活360˚美白潔容霜,4.8
MAJIAMI,瑪奇亞米,零油肌控油保濕洗面乳 Pore Cleanser,4.8
SKINFOOD,,黑糖魔法去角質洗面乳,4.8
kuanyuanlian,廣源良,玫瑰潤澤保水洗面乳,4.8
DAISO,大創,Nature 炭洗面乳,4.8
KIEHL`S,契爾氏,集煥白潔面乳 Derm Bright Cleansing Cream,4.8
LANCOME,蘭蔻,360°超瞬白精華洗面霜 BLANC EXPERT Ultimate Whitening Purifying Foam,4.8
GARNIeR,卡尼爾,水潤凝萃保濕潔面乳,4.8
ORIGINS,品木宣言,青春無敵潔膚乳,4.8
CHANEL,香奈兒,平衡潔膚乳 Mousse Douceur,4.8
AVEDA,肯夢,礦植光采磨砂洗面乳,4.8
Neutrogena,露得清,深層去油洗面乳,4.8
Kanebo,佳麗寶-開架式,角質物語 美肌洗顏乳(淨白型),4.8
Dior,迪奧,水洗式泡沫潔顏乳,4.8
THE FACE SHOP,菲詩小舖,檸檬洗面乳,4.8
CHANEL,香奈兒,超美白潔膚乳,4.8
L'OCCITANE,歐舒丹,活膚泡沫清潔乳 Immortelle Foaming Milk,4.8
tsaio,上山採藥,青柚籽深層潔顏乳 Grapefruit Seed Extract Deep Cleansing Foam,4.8
Estee Lauder,雅詩蘭黛,柔絲煥采潔面乳,4.8
Hada-Labo,肌研,卵肌溫和去角質洗面乳,4.7
L`EGERE,蘭吉兒,光透白保濕洗面乳,4.7
MUJI,無印良品,溫和保濕洗面乳,4.7
divinia,蒂芬妮亞,清爽保濕洗面乳,4.7
Mdmmd.,明洞國際,Upra水面乳,4.7
BEVY C.,妝前保養,淨潤白潔顏乳 Clarifiant Creamy Facial Wash,4.7
Estee Lauder,雅詩蘭黛,細緻煥采雙效淨化潔面乳 Perfectly Clean Multi-Action Foam Cleanser/Purifying Mask,4.7
MENTHOLATUM,曼秀雷敦,Acnes藥用抗痘柔珠洗面乳,4.7
MISSHA,,蝸牛淨透潔顏乳,4.7
Cellina,雪芙蘭,淨肌礦物泥洗面乳．清爽控油 Deep Clean Clay Foam – Oil Control,4.7
SHISEIDO,資生堂-東京櫃,彈潤肌密 洗面乳II,4.7
Biore,蜜妮,深層毛孔洗面乳,4.7
MOMUS,,玻尿酸保濕洗面乳 Hyaluronic Acid Hydrating Wash,4.7
GUERLAIN,嬌蘭,珍珠極光綻白潔顏乳 CLEANSING FOAM BRIGHTENING PEARL PERFECTION,4.7
L`ERBOLARIO,蕾莉歐,橄欖柔淨潔膚乳 Ultra-Delicate Soap with Olive Oil and Extracts of,4.7
KOSE,高絲-專櫃,無限肌緻精潤洗顏霜,4.7
Beauty Talk,美人語,晶鑽亮白洗顏霜 Be' White Silky Cleansing Foam,4.7
Q.T.SKIN,,金銀煥采洗面乳 Gold Foil & Silver Foil Cleanser,4.7
Pharmaact,,無添加溫和洗面乳 ADDITIVE FREE FACIAL FOAM,4.7
Chantecaille,香緹卡,花妍泡沫潔面乳 Rice and Geranium Foaming Cleanser,4.7
CLARINS,克蘭詩,羅望子潔顏泡泡,4.7
OLAY,歐蕾,深層控油礦物洗顏泥 Deep Cleansing Line Oil Control Cleanser,4.7
MOMUS,,芯本澄澈洗面乳 Purifying wash,4.7
